ulasan,makanan,minuman,pelayanan,tempat,harga
"
tempatnya cukup luas dengan tambahan bangunan di seberangnya, makanannya lezat seperti biasa dan relatif murah....  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Mantap lah,, pelayanan bagus  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Mqntul kali. Mie bangladesh  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Paling joss indomie nya, bangla atau goreng biasanya pilihan gw. Pake sate  kerang makin mntep  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Cepat Dan ramah. Mgkn lain x saya Coba yg original krn yg bangladesh terlalu micin. Mandinya pas, telur asinnya mantap.  ",Netral,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Ini adalah tempat favorit saya. Dulu sewaktu kerja dekat situ, saya sering nongkrong disini. Pelayanannya sangat ramah, pilihan Indomie dengan racikan bumbu Aceh sangat nikmat, saya suka Mie Bangladesh. Kalau butuh puding bisa pesan TST atau Puding telor isi 2 atau 3.  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Tempat makan indomie. Buat saya rasanya biasa aja. Teh tariknya kurang manis juga.  ",Netral,Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Harga makin mahal  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Makan gak perlu nunggu lama...langsung jadi dan uenakBuat kita tersenyum ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Pelayanan oke, mie nya oke. Semoga bisnisnya lancar  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Biasa aja sih rasanya  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Agak hambar mienya mesti pake saos baru berasa  ",Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie nya enak bangladesh  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak mantap lah rasanya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Best lah mantap rasanya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu andalan tetap mie Bangladesh, basically Indomie yang dimasak dengan bumbu ala Agam ini, berkuah kental, dengan rasa agak pedas, dan wangi rempah. Pilihan lain adalah nasi perang, preferably nasi perang telur.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasa nya dari dulu sampe sekarang gak pernah berubah..Mantuull..  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Warmindo terpaporit, bangladeshnya paling mantep apalagi ditambah pudding  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
sebenarnya sih makanannya biasa aja, tapi ntah knp, pengen aja balik2 kesana krn tempatnya seru untuk nongkrong.. kamu bisa ketawa ngakak sekuat2nya tanpa ada yg ngerasa terganggu.. ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Menurut saya indomie disini rasanya biasa aja, malah seperti tidak ada rasa. Tapi tempat ini cukup terkenal  ",Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Pelayanan ramah, cepat bersih dan rapi  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Masakan indomi paling enak di Medan.. joss! Meskipun tempat gak AC tapi indomi de best..  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Nah ini tempat makan indomie yg paling saya rekomendasikan. Terutama menu nya Mie Bangladesh. Bagi anda yg insomnia dan kelaparan , datang aja ke sini.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu bangladesh nya mantap. ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak kumakan indominya lek.  Serius aku.. No tipu-tipu. Coba kau lah lek.. ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempatnya nyaman bersih....kopi susunya josss. ",Aspek tidak ada,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
beda aja gitu dari yang lain menurut lidah guek ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Cita rasa mie khasss. Paling laris mie Banglades ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
pelayanan nya bagus.tempat nya cocok buat nongkrong ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Ramai,sajian makanan nikmat,tempat parkir juga tersedia ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Pelayanan pihak resto yg tidak sopan dan sombong ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Lapar ? Bokek ? Datang aja ke warkop agem, ada beberapa menu makanan yang bisa dipesan.. ga pake lama.. 5 menit makanan langsung datang ke meja, tempat ini buka 24 jam udah kaya kfc aja.. hahahaha, dan tempat ini khas jualan masakan aceh.. jadi buat kamu yg suka aceh2 an.. yok mari makan kesini.  ",Positif,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Enak mie Bangladesh nya, apalagi tambah puding   ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat asik buat kumpul bareng sahabat,keluarga. Kalo punya pacar makan di sini ngk nguras dompet pokoknya. Murah,enak,banyak varian menu makanan dan minuman. MENU SPECIAL MIEBANGLADESH.  ",Positif,Positif,Aspek tidak ada,Positif,Positif
"
Enak dan bersahabat  ",Positif,Positif,Positif,Aspek tidak ada,Positif
"
Mie Bangladesh nya yg terbaik disini apalagi dicampur dengan puding telur ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lahan parkir hampir ga ada, lebih baik di drop saja. Dari segi tempat rame pengunjung bgt jadi ga bisa lama2 dsana. Dari segi rasa menurut saya biasa saja, sejenis mie instan yg diberi rempah2.  ",Netral,Aspek tidak ada,Negatif,Negatif,Aspek tidak ada
"
Pelayanan cepat, rasanya indomie-nya khas. Ke sini karena viral di youtube  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Semakin malam semakin rameee.. Tempat kurang nyaman sebenarnya (score 6 lah dari maximum 10). Tapi tetep betah karena mie bangladesh nya muantaaap.. Enak buat nongkrong sama kawan..  ",Positif,Aspek tidak ada,Netral,Netral,Aspek tidak ada
"
Indomie nya lumayan enak, cocok kalo lapar tengah malam karena buka 24 jam, cuma tempat nya lumayan panas, gak nyaman untuk nongkrong lama-lama  ",Positif,Aspek tidak ada,Positif,Negatif,Aspek tidak ada
"
mie kuahnya enak,lokasi ramai,cocok buat nongkrong malam hari.buka sampai malam. ke Medan silakan singgah untuk mencicipi mie kuah disini.  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mieee nya ga da lawan  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanannya enak, pelayanannya cepat dna ramah  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Indomie paling enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Nyaman penjual nya ramah  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
makanannya enak-enak.  udah sering datang ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Bagi temen"" yg cari tempat obrol dan nongkrong enak, mungkin warkop Agam bisa jadi solusinya , warkop buka 24 jam siap menemani nongkrong mu dengan menu khas mie Bangladesh  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie yg unik banget pake kuah mie aceh, bisa minta ditambah telor ceplok setengah mateng dan diakhiri dengan teh tarik yang nikmat  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan disini sangat enak. Mienya menggunakan racikan rempah yang sangat pas untuk ukuran orang Indonesia. Namun saya merasa terganggu dengan banyaknya pengemis yang datang kemari  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Warung kopi yang menyediakan makanan dan minuman standard di warung kopi. Dimulai dari nasi goreng, ayam penyet, mie goreng dan minuman yang bervariasi juga. Harga murah dan rasa yang enak.  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Mantap mie bangladesh+puding  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mie bangladeshnyaa paten  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat nongkrong dengan menu indomie yang beragam... Juga terdapat beberapa menu tambahan lainnya... Rasa masih terjaga. Hanya saja harga sepertinya sedikit lebih mahal  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Makan mie banglades nya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu makanan variatif, rasa makanan enak dan harga terjangkau  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Indomienya enak, rekomendasi yang saya sarankan mie Bangladesh dengan teh tarik  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat favorit buat nongkrong  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mantul x lah pokoknya  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Suka dengan mie bangladesh nya ( Indomie ), coba sensasi mie nya dengan campuran telur ayam kmapung setengah matang, harga terjangkau, buka sampai tengah malam  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Positif
"
Tempat ini sangat rekomendasi sebab tempatnya cocok buat nongkrong bareng temen. Harganya jugak murah dikantong mahasiswa. Tempat nongkrong yang asik buat malam mingguan dan jangan lupakan tempat ini sangat rame sekali loh..  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Tempat makan mi bangla tersedapppp  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak , parkiran luas , pelayan ramah dan cepat  ",Positif,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Indomie nya sangat enak dan minuman nya mantap  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasa mie nya enak, harganya juga terjangkau lah.Minusnya rame banget, dan risih karna banyak bgt pengamen yg dtg  ",Positif,Aspek tidak ada,Negatif,Negatif,Positif
"
Indomie banglades'e nya mantap ditambah puding telur nya, pecah dimulut..  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Bangladesh wajib banget apalagi di musim hujan  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie agemnya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak tapi nunggu lama pakai banget. Makanan sudah di dalam perut, minuman yang tinggal dibuka tutupnya tidak kunjung datang. Panas luar biasa, untung enak.  ",Positif,Positif,Negatif,Negatif,Aspek tidak ada
"
banyak pilihan makanan khususnya mie. rasanya lumayan enak. harus sabar mau pesan apalagi pas rame harus panggil pelayannya  ",Positif,Aspek tidak ada,Netral,Aspek tidak ada,Aspek tidak ada
"
Warkop agam berada di multatuli.. uuuhhh makanan terfavoritny mie banglades plus Minum teh tariknya enak banget... wajib cobain yg lagi jalan jalan ke medan  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie nya mantap  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Sebenarnya rasanya biasa aja, tp lumayan lah kalo lg pengen indomie ada tempat yg begini. Nongkrong jg enak dsni.  ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Enak..agak pedas..  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie bangladesh maknyusss  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Seporsi ga kenyang wkwk  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie banglades's nya mantab...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makannya Enak di mulut nyaman di kantong  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Buset rame bgtMie bangladesh menu wajib sayyy  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasanya lumayan, cuma gak seenak yg diekspektasiin, mungkin krn ini overrated jd ngiranya bakal seenak itu. Tp disini makanan nya harga super murah ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Enak & cepat pelayanannya  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Dapet recomend tempat makan dari temenWajib dicoba, makanan nya enak the best  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat nongki yang terjangkau...  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
rasa bangladesh-nya tak sesuai dgn ekspektasi saya  ",Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomienya mantap,  boleh di coba...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanannya enak rekomendasi banget beda dari yang lain ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasa mie nya yg khas. Sangat rame kalau malam hari. Harganya cukup bersahabat  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Positif
"
Hidangannya enak,namun pelayanan sangat buruk, yg pertama hidangan sangat lama, yg kedua hidangan salah,yg ketiga pesanan sering dipotong oleh org yg baru datang, yg keempat pegawainya susah dipanggil dan sedikit, mohon semuanya diperbaiki  ",Positif,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Kalau ada menu jadi bintang 5  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Murah meriah dan enak  ",Positif,Positif,Positif,Positif,Positif
"
Tempat nya bagus makanan nya enak hanya saja tempatnya panas tolong tingkatkan lagi fasilitas nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Kalo ud mkn Mie bangladesh dan teh tarek nya buat lupa diet .... HahahahaTp hrs sabar antri ya apalg mlm mggu dan hri mggu  ",Positif,Positif,Aspek tidak ada,Netral,Aspek tidak ada
"
Soal rasa, ga perlu d tanya lagi.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak mie nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasa indomie biasa  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie kekinian kota medan, enak sih enak... tapi minim sayur, mungkin karena saya penyuka sayur. Warkop ini rame kalau malam  ",Netral,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
enak dan nyaman  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat nya cukup nyaman. Mantap buat nongkrongMakanan dan harga nya oke ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Positif
"
Wah ... Tempatnya asik, strategis dan menu harganya terjangkau  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Tempat yang selalu dikunjungi kalau ke medan.. mienya enakkk dan juga tempatnya bersih  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
tst nya mantap, murah meriah  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Mie bangladesh +telur setengah mateng, one of my favorite, the best warmindo in medan  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan oke, tempatnya biasa ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Mie nya gk ada 2nya dimedan ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Harga makanan cukup murah ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Entah kenapa ga bisa nolak makan mi klo lagi disini 😆 ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Masakan mie yang beda dari yang lain enak bgt ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Cukup enak buat yang suka makan indomie ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Murah,lumayan enak dan nyaman ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Indomie terbaik di Medan, rasa mantap dan harga juga ga mahal.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Murah meriah mantap. Kopi hitamnya juga top  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Bagus enak makanannya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie instannya biasa aja sih, terlalu banyak pengamen, dari dateng sampai pulang pengamen ada terus. Mirisnya pengamennya banyak anak kecil.  ",Netral,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Mie Indomie nya pakai Rempah dan Wangi..Pas dan Sesuai Porsi dengan Kantong gak buat bolong..  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Indomie becek.Gak ada di tempat lain deh  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Best banget. Pelayanan yg luar biasa  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Buat nongkrong cocok banget disini dan juga makanannya lumayan enak namun jika rame pengunjung suasana jadi panas dan kurang nyaman. Ada baiknya datang pada saat tidak rame pengunjung  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Suka menu bangladesh nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie anak gaul medan. Tempat nongkrong anak muda , mie rasa sedap , kopi acehnya juga enak. Recomended buat yg cari makanan ringan .  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanan enak tetapi meja makan kurang karna di masa ppkm ini  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Karna terlalu banyak org, ada pesenan yg hampir nunggu stengah jam baru dateng. Tapi overall okeh dan enak  ",Positif,Positif,Negatif,Aspek tidak ada,Aspek tidak ada
"
Mie Bangladesh favorit baik itu Indomie nya atau ifu mie nya .. Risol nya juga oke rapuh. Harga terjangkau. Rekomen .  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Warkop mie legendaris medan yang buka buka 24. Tempat yang baik untuk nongkrong bareng teman atau saudara, harga yang pas  untuk kalangan anak anak kos.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Untuk makan mie instan, cukup enak lah. Tapi terkadang kalau pengunjung ramai, bisa tidak terlayani dengan baik.  ",Positif,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Di sini tersedia nasi kucing, tst, varian mie dan nasi ala² warkop. Pelayanan kelas warkop profesional dengan harga standar  ",Netral,Netral,Positif,Aspek tidak ada,Netral
"
Tmpatnya nyaman ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mw cari tempat yg murah dan enak, ini mungkin bisa dijadikan destinasi kuliner anda.Jangan kaget jika anda datang tidak kebagian tempat.  ",Positif,Positif,Aspek tidak ada,Negatif,Positif
"
Makanannya enak, terutama indomie bangladeshnya. Tapi kebersihan juga harus diperhatikan, apalagi sampah sampah berserakan semua dan lantainya kotor  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
pelayanan nya okelah, tapi makanan kurangtempat juga sesak apalagi kalo rame harus bersabar sama pelayanannya  ",Negatif,Aspek tidak ada,Netral,Negatif,Aspek tidak ada
"
Rasa Indomie nya ngenak di lidah , biasa tiap Minggu stay untuk makan disini.. dan harga standar tapi rasa kualitas  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral
"
Indomienya enak.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Aku datang ber2 kebetulan mlm minggu,kt pesan air putih panas sm manis dingin,dgn sombong Nya pegawai Nya blg gk da air putih panas klo mlm minggu,ingat kelen disini pedatang,saya akuin usaha anda lg naik daun,ingat setiap usaha Ada mass Nya !!!terima kasih atas kesombongan anda!  ",Aspek tidak ada,Negatif,Negatif,Aspek tidak ada,Aspek tidak ada
"
Menu favorite mie bangladesh'e  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat berkumpulnya orang kalau mau makan mie, Sedap!  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
wow enak kalee cukup enak cuma 10ribe  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Rasa makanannya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempatny lumayan, cuman waktu rame sesak kali  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Rame, mie Bangladesh a mantap pesanan cepat walaupun yg datang rombongan  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Cukuplah rasa n porsinya  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Gadak imbang lah, apalagi jus jeruknya (asli) tetap di pertahankan ya  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mienya sangat enak !!  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Recommended untuk makan special seperti indomie dengan aneka nama uni dan pasangan minumannya yaitu teh tarik~  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mau indomie becek yg mantap.. disini tmpt nya.. tidak pernah sepi dr pagi smpe malam.. makan indomie pake risol nya yg garing.. sedappppp!!!  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Bisa buat buat sendiripun harganya banyak nyarik untung bos  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Makanan dan Minuman enak , terjangkau. Lokasi mudah diakses. Banyak pengunjung , jadi ingatkan kembali pelayan untuk mengerjakan pesanan anda.  ",Positif,Positif,Negatif,Positif,Aspek tidak ada
"
Utk cari jajan malam, bahkan tengah malam, mie bangladesh dari warkop agem adalah jawaban yg tepat, kekurangan mungkin di kebersihan tempat, mohon utk diperhatikan dan ditingkatkan lagi.  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
T4 yg rame buat pecinta indomie, yg terkenal versi bangladeshnya kalau yg suka bumbu"" keras semacam kari  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
harganya ga sesuai sama kenyamanan tempat,  tidak bebas asap rokok, tapi pelayanannya super cepat .  ",Aspek tidak ada,Aspek tidak ada,Positif,Negatif,Negatif
"
Ini Enak Kali, Malam-malam, Hujan  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Selalu ramai disini harga makanan juga termasuk murah dan cepat penyajiannya tapi minusnya terlalu banyak maaf kata pengemis.  ",Aspek tidak ada,Aspek tidak ada,Positif,Negatif,Positif
"
Best place utk makan indomie, gadak duanya, paten kali sarapan disini.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lumayan rame nih tempat makan Indomie nya.. harganya juga terjangkau.. makan mie Pakistan Ama mie Bangladesh...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Indomienya biasa aja. Tempatnya kurang bersih. Kurang besar. Kalau makan harus antri dulu. Pas lagi  ",Netral,Aspek tidak ada,Negatif,Negatif,Aspek tidak ada
"
Agam senyum indomie luar biasa sedap dan mantap.....perpaduan indomie dan bumbu rempah kan atjeh  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Biasa aja, ramai sih disini,kek makan di lesehan, banyakan cainesss  ",Netral,Aspek tidak ada,Netral,Netral,Netral
"
Mie Bangladesh favourit, selalu kehabisan meja kalo kesini, full terus  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Paling rekomen Bangladesh nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasanya beda, mantap  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Kmrn sarapan indomie apa ya namanya, lupa saya, tp itu menu yg paling hits di agam senyum.Sederhana tp mantuuullllll..... 👍  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Bumbu untuk pembuatan indomienya cukup unik, menggunakan bumbu kari. Sangat lezat, patut untuk dicoba.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan khas kota Medan, enak mie nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mantap .... warungnya ramee truss..Harga standart lah.. masi masuk akal dan bisa d jangkau..  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Netral
"
Mie beceknya ok banget  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak..  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie nya sangat mantap  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Cocok buat nongkrong bersama teman atau keluarga sambil menikmati menu makanan yang enak dengan harga terjangkau  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Indomie Bangladesh ataupun Indomie Goreng biasa'nya buat ketagihan guys!! ngiler kalo mikirin mau makan disini 9/10  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie instant nya enak banget ga ada lawan lah...tp sayang tempat nya panas jd ga betah lama2  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
